2941;joanna goncalves dos santos;0;24/09/2016;0;3º ano;7;924.112.557-24
2942;nicholas sousa santos;0;09/11/2019;0;2º período;3;931.304.586-41
2943;pedro vinícius andrade guimarães;0;10/12/2013;0;6º ano;2;219.053.753-97
2944;pedro rayane pereira pinto;0;15/05/2010;0;9º ano;2;748.887.334-76
2945;rodrigo m o guimarães;0;20/04/2012;0;7º ano;2;313.901.809-22
2946;keila de fatima menezes costa;0;05/11/2017;0;2º ano;4;868.472.739-89
2947;patricia rafaela silva brito;0;23/11/2010;0;9º ano;1;747.637.071-19
2948;judite mercês da rocha jatobá ferreira;0;16/08/2019;1;1º período;5;828.030.392-47
2949;melissa carcanholo iasco pereira;0;04/03/2016;1;3º ano;7;973.793.841-26
2950;éric cristina da silva;0;19/12/2017;0;2º ano;2;286.377.963-83
2951;igor gabriel de oliveira bastos;0;09/10/2018;0;1º ano;1;883.928.352-05
2952;phelipe nicole;0;24/08/2012;0;7º ano;1;725.781.605-67
2953;tiago ferreira da silva;0;24/05/2019;0;2º período;6;003.959.722-43
2954;pinheirinho antunes farias;0;12/10/2018;0;1º ano;1;602.031.476-88
2955;laura rodrigues da costa;0;16/06/2017;0;2º ano;4;390.110.326-62
2956;luiz morais;0;02/08/2017;0;2º ano;4;640.944.835-88
2957;eduardo nunes reis silva;0;30/10/2019;0;2º período;1;564.661.077-66
2958;clara larissa de márcio ferreira;0;26/02/2013;0;6º ano;2;706.403.492-51
2959;thales fernandes cividanes;0;01/09/2014;0;5º ano;2;605.996.782-91
2960;igor aniceto aquino de lima;0;24/03/2013;0;6º ano;1;630.746.920-45
2961;alice lopes ribeiro júnior;0;10/12/2010;0;9º ano;1;664.973.815-92
2962;lincoln ricardo guimarães maia;0;17/04/2019;0;2º período;2;579.423.591-80
2963;valdirene de oliveira brito;0;11/12/2018;0;1º ano;1;186.680.976-54
2964;sabrina heloisa felix;0;16/08/2015;0;4º ano;6;704.182.132-01
2965;bruno alex batista de sousa;0;21/11/2012;0;7º ano;1;847.448.659-60
2966;polyanna alves xavier catarina;0;10/01/2019;0;1º período;3;508.196.323-69
2967;janaina rodrigues câmara;0;26/12/2019;0;2º período;1;969.021.705-23
2968;karen balbino colpa;0;21/01/2014;0;5º ano;1;198.741.394-65
2969;josé messias arcas vieira;0;18/09/2018;0;1º ano;4;534.619.844-88
2970;millena alves pereira b. vieira;0;28/12/2016;1;3º ano;1;715.920.600-97
2971;jhonatan henriques pereira vilela;0;14/10/2011;0;8º ano;2;034.829.461-37
2972;maurício da silva silveira;0;09/09/2018;1;1º ano;3;085.520.682-85
2973;aline peres morato gonçalves;0;02/07/2015;0;4º ano;1;203.822.819-94
2974;gustavo silva;0;30/04/2013;0;6º ano;1;703.424.189-47
2975;flávia cartafina;0;09/07/2019;1;2º período;2;760.250.749-13
2976;júlia wright;0;22/07/2012;0;7º ano;2;248.830.078-67
2977;giovana fausto de souza;0;22/02/2016;0;3º ano;1;194.359.374-59
2978;willian couto ruback rodrigues;0;21/09/2014;0;5º ano;1;552.209.316-85
2979;carla henrique pereira venâncio;0;27/04/2016;0;3º ano;1;484.623.504-20
2980;bruno barros cavalcanti;0;06/07/2015;0;4º ano;1;555.296.935-38
2981;vanessa rodrigues e silva;0;29/11/2019;0;2º período;1;648.033.955-60
2982;yana chaves serrano;0;13/04/2019;1;2º período;1;209.145.506-57
2983;paloma martins guimaraes mourao;0;23/02/2015;0;4º ano;7;604.623.019-89
2984;aécio henrique rodrigues;0;17/04/2019;0;1º período;1;588.802.287-84
2985;renata emiliano campolina de araújo;0;29/03/2019;0;1º período;4;348.689.420-84
2986;aloysio r ferrari oliveira;0;18/12/2019;0;1º período;3;003.105.216-19
2987;laura luiza pinto coelho marques;0;01/01/2014;0;5º ano;1;622.762.576-25
2988;paulo matheus barbosa santos;0;11/09/2019;0;1º período;4;974.525.389-18
2989;jessica do carmo pereira souza;0;27/01/2018;0;1º ano;4;879.839.353-06
2990;izabella teodoro oliveira;1;01/05/2018;0;1º ano;1;108.015.422-34
2991;gerson ribeiro silva;0;10/12/2010;0;9º ano;2;179.127.078-89
2992;josé miranda;0;21/11/2012;0;7º ano;1;001.893.071-79
2993;walquiria gabriela machado;0;17/01/2013;0;6º ano;2;085.037.263-71
2994;aldanny aparecido damião peixoto;0;02/09/2016;0;3º ano;1;715.943.917-21
2995;angela inês pedrosa nahas;0;02/02/2017;0;2º ano;1;045.972.838-21
2996;ellen lucas canuto da silva;0;26/09/2019;0;2º período;4;643.691.262-81
2997;maria laura lopes zampier;0;01/05/2016;0;3º ano;4;462.906.244-10
2998;nasser paes dos santos;0;16/08/2017;0;2º ano;3;066.317.879-90
2999;arthur kayra pinto de paula;0;17/07/2010;0;9º ano;1;482.955.363-09
3000;ayla elias;0;22/05/2012;0;7º ano;1;726.571.784-95
3001;lucas alves duarte;0;02/07/2014;0;5º ano;1;870.802.444-64
3002;vilson vitória reis vitalino;0;16/02/2019;0;2º período;5;770.917.486-53
3003;karla botto andrade;0;17/10/2014;0;5º ano;2;360.373.563-66
3004;mariana augusto gama souza;0;24/08/2014;1;5º ano;1;126.791.593-56
3005;nair bittar detoni;0;06/08/2019;0;1º período;1;568.448.206-37
3006;carla salimena oliveira;0;05/02/2015;0;4º ano;1;809.837.379-22
3007;iano ramos;0;10/03/2019;0;1º período;2;671.401.965-69
3008;eliane garibaldi neto;0;04/02/2016;0;3º ano;1;442.157.994-74
3009;maria luciane;0;16/11/2019;0;1º período;4;716.932.340-75
3010;nathalia soares de freitas teles;0;10/11/2014;0;5º ano;2;910.896.684-88
3011;kasshya carvalho da silva;0;12/05/2012;0;7º ano;1;144.003.551-81
3012;emanuel henrique pereira venâncio;0;09/05/2011;0;8º ano;2;009.875.348-69
3013;phelipe cleland;0;24/08/2014;0;5º ano;2;449.045.725-00
3014;telma costa nascimento;0;20/05/2011;1;8º ano;1;386.863.880-87
3015;letícia vasconcelos lima;0;31/05/2019;0;1º período;2;527.718.862-47
3016;letícia brígido jácome da costa;0;01/12/2010;0;9º ano;1;090.856.429-82
3017;lucas dos reis dantas;0;10/02/2019;0;2º período;6;689.695.363-65
3018;júlia henriques pereira vilela;0;01/05/2013;0;6º ano;2;799.306.696-20
3019;mariane pereira ziller;0;22/04/2017;0;2º ano;1;237.037.845-76
3020;jeniffer campolina dos santos;0;31/08/2017;0;2º ano;1;544.723.168-19
3021;tábata pinheiro pechim soares;0;18/09/2015;0;4º ano;1;301.100.703-25
3022;flavia fernandes;0;02/04/2011;0;8º ano;2;338.912.117-58
3023;luana de souza leal;0;23/05/2016;1;3º ano;1;278.330.657-27
3024;fernanda câmara nogueira;0;16/06/2015;0;4º ano;6;946.914.125-23
3025;bergston rodrigues;0;13/11/2019;1;1º período;1;858.627.093-74
3026;julia de freitas simões alves;0;07/11/2015;1;4º ano;2;386.648.421-16
3027;josé sepini gomes;0;17/12/2011;0;8º ano;1;382.048.359-65
3028;amanda motta;0;17/04/2017;0;2º ano;1;207.050.999-63
3029;adriana pereira gonçalves;0;01/09/2016;0;3º ano;2;775.471.976-74
3030;paula ferreira ramos;0;20/02/2019;0;1º período;1;266.581.447-23
3031;joão ribeiro silva;0;21/01/2017;1;2º ano;7;981.739.511-37
3032;delegado ertal de oliveira;0;29/06/2012;1;7º ano;1;889.014.682-11
3033;luzia teixeira valadares;0;17/08/2016;0;3º ano;1;366.384.143-59
3034;rodrigo de souza costa;0;09/09/2012;0;7º ano;1;712.247.754-00
3035;maria da costa santos;0;18/09/2011;1;8º ano;1;733.446.654-05
3036;néftis olímpio de oliveira;0;31/05/2019;0;1º período;1;150.409.697-98
3037;relva cunha alves;0;30/05/2015;0;4º ano;1;811.696.744-28
3038;andreia pessoa;0;31/01/2011;0;8º ano;2;247.880.896-40
3039;bruna silvestre borges;0;06/01/2011;0;8º ano;1;813.975.349-05
3040;pinheirinho drumond lanza;0;05/08/2014;1;5º ano;1;571.610.061-21
3041;emilly barros tiburcio;0;23/09/2019;0;2º período;1;642.621.908-81
3042;jhonathas fernando matos rocha;0;06/01/2012;0;7º ano;1;952.382.674-60
3043;kelly alex batista de sousa;0;09/09/2016;1;3º ano;3;606.333.208-47
3044;francielle da silva andrade de melo;0;03/05/2013;0;6º ano;2;742.624.912-41
3045;natalia carcanholo iasco pereira;0;06/02/2018;0;1º ano;3;251.980.754-68
3046;maria thiago silva gomes;0;11/02/2017;0;2º ano;1;731.635.498-54
3047;vitória cristiane prestes da costa;0;05/12/2019;0;2º período;1;749.251.751-45
3048;flávia alves ribeiro;0;10/08/2016;0;3º ano;1;456.090.592-10
3049;laura vieira orquiza;0;05/07/2019;1;2º período;3;880.793.524-61
3050;daniela souza rezende;0;12/03/2019;0;1º período;1;181.933.372-35
3051;jenniffer fernandes;0;01/03/2017;0;2º ano;1;224.761.583-17
3052;guilherme corgozinho;0;19/10/2014;0;5º ano;2;670.960.402-10
3053;katia augusto moreira;0;16/01/2019;0;1º período;1;297.111.344-67
3054;janis ferreira de fuccio;0;28/02/2011;0;8º ano;1;259.212.499-04
3055;cristina renato mello de paula;0;12/01/2018;0;1º ano;4;506.281.768-12
3056;vagner fernandes;0;05/06/2015;0;4º ano;1;285.952.620-85
3057;júlia mendes dos santos;0;22/10/2010;0;9º ano;2;634.157.613-60
3058;ruth maria de oliveira;0;04/03/2014;0;5º ano;2;789.096.604-96
3059;livia rodrigues simões;0;01/02/2019;0;1º período;3;707.580.957-71
3060;thales felix dias;0;25/09/2016;0;3º ano;1;539.524.654-83
3061;ana de paula lima;0;26/06/2013;0;6º ano;1;532.811.028-72
3062;angela morais;0;30/06/2015;0;4º ano;1;508.281.659-90
3063;flavia borges da silva;1;15/03/2011;0;8º ano;2;366.797.373-15
3064;aurea danielle monteiro dias lima;0;21/01/2019;1;1º período;1;087.721.968-41
3065;raimundo maria paula rosa;0;04/01/2019;0;2º período;1;785.728.752-40
3066;viviane paes dos santos;0;14/11/2012;0;7º ano;2;724.347.577-19
3067;saulo esteves dos reis almeida;0;01/06/2019;0;1º período;1;617.568.309-52
3068;juan fernando matos rocha;0;29/08/2017;0;2º ano;6;739.659.436-18
3069;maria clemente;0;15/09/2012;0;7º ano;2;872.497.528-13
3070;danilo konguinho;0;15/08/2013;1;6º ano;1;257.749.301-81
3071;katia daniela de oliveira;0;03/07/2019;1;2º período;7;128.318.251-28
3072;thiago fagundes ribeiro de souza;0;19/04/2015;0;4º ano;1;233.381.758-73
3073;igor geovani cardoso;0;26/07/2014;0;5º ano;2;818.844.671-00
3074;caio álvaro antônio;0;06/08/2012;0;7º ano;1;644.971.938-91
3075;ludmila gabriela de oliveira vilarinho;0;27/04/2012;0;7º ano;2;505.289.459-07
3076;wanderléia ferreira de almeida;0;29/12/2017;0;2º ano;5;959.024.864-75
3077;johny gonçalves;0;18/08/2016;1;3º ano;1;496.061.812-88
3078;gerson cristina coelho;0;09/03/2018;0;1º ano;1;691.119.312-29
3079;glauber faria mello;0;08/05/2014;0;5º ano;1;370.786.658-76
3080;taís bortolusci leporati;0;02/05/2013;0;6º ano;2;687.159.915-92
3081;hercules andrade;0;25/02/2019;0;1º período;1;058.266.068-88
3082;jair martins batista s da matta;0;08/07/2013;0;6º ano;2;207.589.462-80
3083;aldanny halis santos;0;02/09/2016;0;3º ano;1;965.285.268-54
3084;natalia caiafa moreira lopes de faria;0;10/04/2019;0;2º período;1;462.605.288-22
3085;dário dias leandro;0;09/01/2017;0;2º ano;1;247.719.060-93
3086;ramon francisco;0;26/10/2019;1;1º período;5;914.813.674-26
3087;paulo maisa chagas martins;0;17/06/2019;0;1º período;6;638.553.085-16
3088;eliane norberto amaral;0;01/11/2019;0;1º período;1;031.384.201-81
3089;nathalia humberto cunha machado junior;0;28/07/2019;0;2º período;1;013.866.983-69
3090;michele maria tiola magalhães;0;13/02/2011;0;8º ano;2;799.549.049-20
3091;amanda gomes alves;0;21/08/2016;0;3º ano;2;893.180.892-27
3092;daniela marciano dos reis;0;25/12/2011;1;8º ano;1;440.272.798-16
3093;jean abrahão caram;0;05/05/2010;0;9º ano;2;444.551.265-09
3094;gabriel fontana;0;24/05/2018;0;1º ano;1;827.710.977-28
3095;kalil de frança cunha;0;03/08/2019;1;2º período;1;509.305.819-06
3096;joão cristiane prestes da costa;0;12/11/2015;0;4º ano;1;643.101.226-01
3097;engrácia faria carias;0;20/06/2016;0;3º ano;1;872.689.591-73
3098;cleiton fernandes cividanes;0;22/07/2012;0;7º ano;1;594.066.392-04
3099;gabriela guerra;0;18/02/2014;0;5º ano;2;232.080.325-53
3100;miguel mundim;0;01/10/2019;0;1º período;2;068.890.834-79
3101;vitória ladeira sigiani;0;17/06/2016;1;3º ano;2;708.589.411-13
3102;anna henrique barbosa bahia fritzsons;0;21/10/2014;0;5º ano;1;668.119.733-85
3103;thales queiroz e silva;0;07/05/2011;0;8º ano;2;484.241.672-24
3104;maxwell arcanjo mendes;0;27/03/2019;0;2º período;3;594.864.007-41
3105;caroline sepini gomes;1;31/10/2015;0;4º ano;6;962.636.147-95
3106;rita cirino alves;0;17/12/2014;0;5º ano;2;889.297.697-51
3107;willian carolina cirilo reis;0;12/02/2013;0;6º ano;2;470.753.225-47
3108;jarbas rosa silva;0;22/06/2019;0;2º período;1;760.183.844-49
3109;josé renato mello de paula;0;31/01/2015;0;4º ano;3;131.350.095-83
3110;fernanda caroline faria marcelino;0;26/10/2015;0;4º ano;1;397.405.544-10
3111;gabriel rodrigues da costa;0;30/08/2018;0;1º ano;1;883.657.141-98
3112;marie oliveira;0;21/10/2011;0;8º ano;1;969.405.327-79
3113;júlia b. cardoso oliveira;0;04/06/2014;0;5º ano;2;036.345.044-29
3114;ramon itaborahy menezes;0;17/03/2011;1;8º ano;2;312.817.552-41
3115;filipe campos silveira;0;02/09/2018;0;1º ano;6;927.478.770-49
3116;junia eduarda palhares lima;0;09/07/2011;0;8º ano;1;748.152.010-40
3117;paulo junio amaral;0;10/10/2019;0;1º período;7;252.071.300-00
3118;tatiana rodrigues silva;0;26/11/2017;0;2º ano;1;857.052.828-55
3119;greyce wagmann azevedo;0;22/05/2018;1;1º ano;3;690.456.097-36
3120;alexandre de oliveira guimarães;0;18/07/2018;0;1º ano;2;879.624.991-43
3121;rayane camargos magalhães;0;02/08/2014;0;5º ano;2;328.956.483-45
3122;laís costa;0;02/11/2018;0;1º ano;1;557.057.384-12
3123;leticia lúcia gonçalves tavares;0;27/10/2017;0;2º ano;4;350.329.398-95
3124;ana polycarpo da cruz;0;13/02/2019;0;2º período;1;480.952.483-53
3125;marina alecrim cordeiro;0;22/12/2014;0;5º ano;2;171.417.250-69
3126;dalila moreira;0;27/12/2015;0;4º ano;3;383.547.098-77
3127;ana flávia gomes rodrigues;0;11/12/2018;0;1º ano;1;190.862.030-12
3128;jean silva rabello;0;05/02/2011;0;8º ano;1;730.024.451-13
3129;laurenza antonino de lima amaral;0;18/02/2016;0;3º ano;7;819.512.507-89
3130;rodrigo rodrigues pereira;0;14/11/2011;0;8º ano;1;091.207.358-36
3131;pedro de araujo andrade;0;22/09/2018;0;1º ano;1;291.573.558-06
3132;vinicius paes dos santos;0;12/04/2014;0;5º ano;1;719.850.643-81
3133;eugênia thiago silva gomes;0;07/05/2019;0;1º período;1;581.315.592-35
3134;victor de almeida melgaço constantino;0;11/04/2015;0;4º ano;7;950.912.185-98
3135;karine lúcia almeida;0;25/07/2015;0;4º ano;2;495.989.098-34
3136;paula loureiro basílio;0;06/05/2014;0;5º ano;2;145.658.142-71
3137;wilson hugo alves borges;0;01/12/2019;0;1º período;4;352.164.657-00
3138;beatriz teixeira santos;0;22/10/2010;0;9º ano;1;476.603.262-55
3139;carla moreira beire;0;21/08/2017;0;2º ano;7;340.679.367-39
3140;néftis konguinho;0;10/06/2010;0;9º ano;2;219.995.438-19
3141;livia morais amaral;0;14/02/2014;1;5º ano;1;686.721.336-60
3142;bruno sales de oliveira;0;07/10/2016;0;3º ano;7;731.357.875-78
3143;jean martins guimaraes mourao;0;22/01/2010;0;9º ano;2;600.728.095-97
3144;vanessa f lúcio;0;19/07/2016;0;3º ano;1;487.324.114-62
3145;laís rodrigues silva;0;02/12/2015;0;4º ano;3;562.144.463-07
3146;jonas júnior alves;0;08/05/2013;1;6º ano;2;672.090.455-32
3147;nair carla dos reis;0;29/08/2015;0;4º ano;1;104.699.469-02
3148;mariana nunes reis silva;0;13/08/2013;0;6º ano;2;024.012.173-48
3149;vanda brito de oliveira;0;29/12/2016;0;3º ano;1;057.053.265-72
3150;thiago lúcia almeida;0;25/06/2016;1;3º ano;5;162.925.142-02
3151;andressa pereira souza;0;13/11/2015;0;4º ano;1;772.234.515-97
3152;valéria goretti simões;0;07/02/2013;0;6º ano;2;213.683.443-25
3153;edson costa;0;22/09/2019;0;2º período;1;175.675.119-36
3154;bárbara gomes almeida;0;01/06/2018;0;1º ano;2;128.169.544-93
3155;rayane de oliveira coradi;0;09/05/2018;0;1º ano;7;856.562.220-92
3156;janaina maria paulino rocha;0;04/03/2015;0;4º ano;5;600.928.977-76
3157;stefano almeida;0;15/06/2010;0;9º ano;2;786.872.059-86
3158;laura lúcia almeida;0;29/03/2014;0;5º ano;2;320.165.287-76
3159;geraldo gabriela teixeira paula;0;28/02/2013;0;6º ano;2;405.095.555-21
3160;gabriela souza rezende;0;21/12/2011;0;8º ano;1;746.046.130-71
3161;letícia de castro;0;18/01/2011;0;8º ano;1;360.334.732-59
3162;sabrina vinícius de castro;0;01/10/2010;0;9º ano;1;254.112.591-04
3163;polyanna luísa batista moreira;0;02/02/2013;0;6º ano;2;287.020.356-68
3164;gabriela júnior rodrigues alvarenga;0;26/05/2012;0;7º ano;1;897.395.576-40
3165;gilberto gonçalves pereira;0;24/02/2010;0;9º ano;1;772.373.066-95
3166;rodrigo abramo;0;07/01/2017;0;2º ano;4;831.868.828-24
3167;liliane carneiro batista;0;04/10/2011;0;8º ano;1;256.806.034-51
3168;ricardo gustavo;0;22/05/2016;0;3º ano;1;358.116.153-31
3169;raphaella cardoso jr;0;07/04/2019;0;1º período;3;751.098.173-98
3170;mirlene liliana carrizo;0;15/09/2019;0;2º período;7;159.247.321-40
3171;bárbara lobo;0;15/09/2010;0;9º ano;1;344.156.044-59
3172;flávia camilo;0;20/05/2019;0;2º período;2;026.249.489-49
3173;rodrigo luiz lacerda soares;0;27/05/2011;0;8º ano;1;358.200.429-75
3174;livia gonçalves de souza;0;25/06/2011;0;8º ano;1;754.802.832-47
3175;lucas rodrigues machado;0;03/07/2019;0;2º período;1;799.973.336-45
3176;cristiane de paula ferreira silva;1;20/06/2014;0;5º ano;1;605.814.609-79
3177;diogo ferreira romano;0;21/08/2010;0;9º ano;1;199.188.626-92
3178;lorenna da conceição felizardo;0;07/07/2019;0;2º período;1;036.856.105-24
3179;dalila torres quintão;0;12/08/2011;0;8º ano;1;519.688.616-99
3180;wilson pinheiro costa faber barata;0;31/07/2013;1;6º ano;1;863.501.514-58
3181;alberto carla dos reis;0;25/09/2015;0;4º ano;4;818.398.261-72
3182;pedro rodrigues soares;0;19/09/2016;0;3º ano;3;317.735.475-47
3183;rafael da conceição felizardo;0;11/11/2014;0;5º ano;1;799.903.386-00
3184;annik paceli de oliveira e vilas;0;24/08/2016;1;3º ano;1;243.975.957-20
3185;regina arbex;0;08/11/2010;1;9º ano;1;862.727.360-97
3186;jamila n sampaio pereira;0;07/02/2017;0;2º ano;1;773.367.341-61
3187;gabriela ertal de oliveira;0;23/08/2019;0;2º período;1;052.038.577-18
3188;gabrielly de oliveira guimarães;0;28/09/2010;0;9º ano;1;211.490.577-97
3189;jaqueline a p morasca;0;16/11/2015;0;4º ano;1;895.477.347-88
3190;kelly maria reis;0;21/02/2011;0;8º ano;1;266.724.584-44
3191;alberto alberto ferreira pinto;0;29/10/2019;0;2º período;6;354.955.777-67
3192;walkiria spínola pereira;0;07/08/2010;0;9º ano;2;890.410.748-04
3193;alexssandro henrique de leles;0;18/09/2016;0;3º ano;1;226.900.568-76
3194;maria ramos;0;28/01/2012;0;7º ano;1;317.343.624-27
3195;walkiria vasconcelos lima;0;22/01/2017;0;2º ano;4;225.386.706-16
3196;marcus armond assis ramos;0;30/04/2010;0;9º ano;2;976.773.106-55
3197;bianca mocellin;0;15/10/2016;1;3º ano;7;778.465.825-38
3198;johny amarante reis cintra;0;11/06/2019;0;2º período;5;469.146.856-86
3199;gabriel rayane pereira pinto;0;03/10/2018;0;1º ano;4;127.236.193-60
3200;joice machado mendes de sousa;0;07/01/2019;0;2º período;3;094.835.011-54
3201;giovana ferreira da silva;0;29/03/2019;0;2º período;1;923.632.788-62
3202;nair rodrigues simões;0;02/06/2019;0;2º período;1;371.888.741-06
3203;max cristina de souza soares;0;27/06/2018;1;1º ano;2;235.209.246-47
3204;hugo teixeira valadares;0;07/12/2010;0;9º ano;2;513.445.792-00
3205;jeniffer maria mendes;0;02/01/2010;0;9º ano;1;187.347.454-97
3206;bia salimena silva;0;19/04/2019;0;1º período;3;345.252.597-84
3207;fabrício quintão fonseca;0;15/11/2018;1;1º ano;6;891.338.395-16
3208;maria da silva silveira;0;21/06/2015;0;4º ano;1;112.153.618-44
3209;raphaella rezende;0;18/05/2013;0;6º ano;1;159.804.930-80
3210;greyce gonçalves vieira;0;22/12/2012;0;7º ano;1;890.328.043-16
3211;tallita vasconcelos;0;22/12/2016;1;3º ano;1;829.214.959-51
3212;beatriz guerra;0;25/02/2014;0;5º ano;1;961.808.461-08
3213;taís campolina dos santos;0;23/06/2015;0;4º ano;7;854.367.415-01
3214;eduardo fernando máximo;0;02/05/2014;0;5º ano;2;638.806.333-14
3215;patrick chrystina rodrigues ferreira leles;0;11/06/2018;0;1º ano;1;417.882.980-36
3216;clara f lúcio;0;13/01/2010;0;9º ano;2;434.749.870-02
3217;erlon eduarda abreu carvalho;0;10/07/2019;0;1º período;2;295.000.410-49
3218;emidinho dias martins;0;18/01/2017;0;2º ano;1;729.320.651-02
3219;lucas angélica ferreira;0;08/06/2019;0;1º período;7;730.745.175-93
3220;wallace clemente;0;20/03/2019;0;1º período;7;568.470.279-59
3221;frederico konguinho;0;12/09/2015;0;4º ano;1;913.252.734-50
3222;edsonia túlio de oliveira castro;0;13/11/2015;0;4º ano;7;751.316.455-49
3223;mariana mariano ribeiro;0;14/01/2010;0;9º ano;1;113.237.942-63
3224;adriana paulo diniz maia;0;29/04/2015;0;4º ano;5;053.944.351-88
3225;willian matias de almeida;0;23/09/2013;0;6º ano;1;131.961.779-39
3226;kelly neves;0;14/10/2014;0;5º ano;2;590.240.805-05
3227;katia lúcia da silva;0;19/06/2016;0;3º ano;4;434.307.196-97
3228;rosa de fatima menezes costa;0;11/08/2012;1;7º ano;2;654.472.762-05
3229;leticia cirino alves;0;31/08/2012;0;7º ano;2;279.776.347-74
3230;patricia coelho marques;0;22/01/2014;0;5º ano;2;215.151.985-81
3231;eduardo fernandes vieira;0;28/04/2013;0;6º ano;1;090.172.790-32
3232;emilly felipe félix da silva;0;28/09/2013;0;6º ano;1;509.694.107-86
3233;inacio gonçalves de freitas silva;0;24/09/2016;0;3º ano;1;777.123.260-23
3234;gabriela maria paulino rocha;0;25/06/2012;1;7º ano;1;831.967.315-58
3235;edson paulo diniz maia;0;20/11/2014;0;5º ano;1;207.410.603-25
3236;ana matias de almeida;0;16/01/2011;0;8º ano;1;299.503.941-99
3237;fabio julia de almeida lucas;0;10/12/2019;0;1º período;1;472.482.317-95
3238;vanderlei riscifina;0;29/11/2016;0;3º ano;1;176.605.821-12
3239;vinícius sávio;0;09/02/2019;0;1º período;7;173.210.618-45
3240;ana aniceto aquino de lima;0;21/03/2015;0;4º ano;7;215.107.528-55
3241;mariza henrique barbosa bahia fritzsons;0;06/05/2017;0;2º ano;5;402.990.711-45
3242;liliane gomes oliveira;0;06/12/2017;0;2º ano;1;336.328.191-33
3243;bruna da silva freitas;0;05/05/2019;0;1º período;7;587.943.669-36
3244;lincoln fernando matos rocha;0;20/01/2015;0;4º ano;4;209.134.626-74
3245;juliana martins;0;19/12/2016;0;3º ano;1;821.440.141-85
3246;maisa de freitas barbosa;0;15/08/2017;0;2º ano;1;410.643.649-20
3247;lidiane ribeiro silva;0;07/11/2013;0;6º ano;1;166.297.565-84
3248;jamila pettersen;0;08/03/2015;0;4º ano;1;754.368.868-16
3249;vinicius fagundes ribeiro de souza;0;10/04/2014;0;5º ano;1;672.882.090-79
3250;natália de castro;0;20/02/2010;0;9º ano;1;406.062.286-68
3251;sumayra sales de oliveira;0;05/03/2019;0;1º período;1;056.304.749-16
3252;niceu martins guimaraes mourao;0;26/09/2017;0;2º ano;7;350.895.750-41
3253;fabio maria de paula;0;30/05/2015;0;4º ano;7;323.902.686-79
3254;evelyn silvestre borges;0;14/06/2017;0;2º ano;6;258.899.095-08
3255;késia felix dias;0;10/09/2018;0;1º ano;2;632.764.966-40
3256;ninon salgado fernandes;0;22/10/2013;0;6º ano;1;604.759.866-01
3257;marcos motta;0;22/07/2011;0;8º ano;2;517.042.762-68
3258;joão fernandes xavier;0;01/12/2013;0;6º ano;1;789.174.889-51
3259;bruna sofal costa;0;19/04/2016;0;3º ano;5;948.094.452-34
3260;ivan dos reis dantas;0;24/11/2018;0;1º ano;1;971.146.935-30
3261;lucas woyames duarte coelho;0;06/03/2015;0;4º ano;2;020.612.791-77
3262;bruno d`alessandro;0;21/07/2010;0;9º ano;2;994.822.480-14
3263;luiz marcelo freitas;0;18/05/2017;1;2º ano;5;279.119.621-21
3264;kenia a oliveira dos santos;0;28/09/2012;0;7º ano;1;598.838.208-24
3265;martha maria tropia barreto;0;19/01/2017;1;2º ano;1;897.695.362-15
3266;danilo rafaela drumond leal;0;21/07/2017;0;2º ano;4;211.531.961-30
3267;anthony kayra pinto de paula;0;08/09/2019;0;2º período;1;157.659.053-65
3268;antônio henrique moreira ferreira;0;22/12/2017;0;2º ano;4;116.532.968-24
3269;junio patrícia ferreira;0;23/11/2013;1;6º ano;1;943.837.505-14
3270;ana maria xavier leite;0;30/04/2015;0;4º ano;4;603.444.611-34
3271;joão cristina gomes soares;0;18/02/2016;0;3º ano;1;382.082.019-48
3272;isabela luísa batista moreira;0;09/01/2017;0;2º ano;7;675.640.804-80
3273;wilson campos da silva;0;12/10/2015;0;4º ano;1;040.147.582-58
3274;danubia augusto ferreira;0;29/02/2012;0;7º ano;2;534.948.158-03
3275;caroline caroline faria marcelino;0;09/12/2019;0;1º período;4;211.497.930-67
3276;aparecida das graças gonçalves;0;01/08/2016;0;3º ano;2;240.640.178-83
3277;natália armond assis ramos;0;05/07/2017;0;2º ano;1;250.282.305-44
3278;kelly castro e silva;0;08/07/2010;0;9º ano;2;116.480.218-82
3279;eduardo de oliveira coradi;0;12/10/2014;0;5º ano;1;121.093.961-25
3280;saulo kassia sirqueira;0;28/06/2012;1;7º ano;2;349.238.603-62
3281;igor aparecida pacheco leão;0;23/05/2011;0;8º ano;1;130.891.725-68
3282;maria caldas de lima;0;20/10/2010;0;9º ano;2;952.094.266-91
3283;ana daniel rodrigues fonseca;0;19/08/2017;0;2º ano;7;835.559.002-22
3284;jhonathas carolina custódio;0;17/09/2016;1;3º ano;1;666.627.107-72
3285;lucas miranda;0;02/08/2019;1;2º período;2;035.671.256-09
3286;luis monteiro de andrade dias;0;14/03/2013;0;6º ano;2;292.711.566-85
3287;leandro paula marotta de oliveira;0;10/05/2016;1;3º ano;7;115.982.179-65
3288;josé marcelo freitas;0;02/02/2017;0;2º ano;1;438.705.250-13
3289;renata luíza ferreira cavalcanti;0;19/04/2011;0;8º ano;2;392.908.660-17
3290;andrea arbex;0;24/12/2019;0;2º período;4;747.759.261-22
3291;lara ghetti gomes;0;07/11/2014;0;5º ano;2;485.513.003-81
